id,name,sku,quantity,price_cents,expiry_date
2190,KL 9 MENSIS PAIN,2141,3,7000,2021-03-03
2191,KL 11 ASTHMA,2142,3,7000,2021-10-10
2192,KL 14 FEVER,2143,3,7000,2021-04-04
2193,KL 15 WEIGHT FATNESS,2144,3,7000,2020-02-02
2194,KL 19 ALLERGY AND SINUSITIS,2145,2,7000,2021-11-11
2195,NAPH KID DROPS,2146,8,12000,2020-07-07
2196,DILAN WEAKNESS KL,2147,6,15000,2022-04-04
2197,SABAL PROSTA TABLETS,2148,30,1500,2020-06-06
2198,ALFALFA SUGER FREE SYRUP,2149,2,7500,2019-10-10
2199,SAFE BLOOD SKIN SYRUP,2150,1,15000,2020-10-10
2200,MENOLA WEAKNESS SYRUP,2151,2,7000,2019-01-01
2201,BABAGLOW SYRUP,2152,1,15000,2019-11-11
2202,TYPHOCALM TYPHOID FEVER SYRUP,2153,1,10000,2018-09-09
2203,HYPERICUM OINTMENT,2154,1,4500,2018-10-10
2204,THUJA CREAM,2155,1,10000,2019-09-09
2205,URAC URIC ACID TABLETS,2156,30,1500,2020-12-12
2206,YELAX FORTE CONSTIPATION TABLETS,2157,24,270,2019-01-01
2207,LEXIT ALLERGIC TABLETS,2158,40,1000,2020-02-02
2208,KIDNEY PILLS TABLETS,2159,40,1000,2020-08-08
2209,KALIUM MUR 6X TABLETS,2160,1,20000,2019-01-22
2210,DENTONINE DENTAL,2161,1,5000,2020-12-12
2211,KALIPRON PLUS MUSCULLAR NEURALGIC PAINS TABLETS,2162,1,20000,2020-12-12
2212,APIS MELLIFICA OINTMENT,2163,1,4500,2018-11-11
2213,ITCH CURE CREAM,2164,1,15000,2019-03-03
2214,ORBIT PLUS SYRUP,2165,4,15000,2018-10-10
2215,FAIR LOVELY 25 G TUBE WINTER,2166,0,7500,2019-03-03
2217,CELBEX 100 MG CAPSULES,2168,16,1020,2019-09-09
2218,AMARYL 2 MG TABLETS,2169,23,1553,2020-02-02
2219,HYDERQUIN 4% CREAM,2170,3,5750,2018-11-11
2220,FOSOMIN 500 MG CAPSULES,2171,10,1250,2018-10-10
2221,FERALIFE 100 MG TABLETS,2172,4,850,2019-09-09
2222,FERALIFE SYRUP,2173,26,7000,2019-09-30
2223,EXTOR 5 80 TABLETS,2174,34,1892,2019-10-30
2224,NEW ON MOSQUITO LOTION SACHETS,2175,13,1000,2019-08-08
2225,ADALAT LA 30 TABLETS,2176,17,2434,2020-02-02
2226,CEFIM 100 MG SYRUP,2177,1,15500,2019-08-08
2227,CEFIM DS 200 MG SYRUP,2178,1,24500,2018-12-12
2228,OSTEOCARE D3 TABLETS,2179,18,1750,2019-05-05
2229,VALTEC AM 5 80 MG TABLETS,2180,26,1357,2018-04-04
2230,OMNI CAPSULES,2181,12,2475,2018-06-06
2231,CO-EZIDAY 100 MG TABLETS,2182,29,2250,2019-09-30
2232,OTC CAPSUL,2183,300,200,2019-10-10
2233,I-CEF 200 MG CAPSULE,2184,5,3347,2019-04-30
2234,GLIMET 2.5 MG TABLET,2185,60,270,2019-11-11
2235,GLIMET 5.0 MG TABLET,2186,10,309,2020-06-06
2236,TOREX-IR 550 MG TABLET,2187,15,729,2019-12-12
2237,CYTAMIC 500 MG TABLET,2188,17,575,2019-08-30
2238,BACLIN 10 MG TABLET,2189,68,416,2019-11-01
2239,SANID TABLET,2190,56,710,2020-09-09
2240,PREPRO SACHETS,2191,7,4000,2019-01-01
2241,LIQUID PRAFFIN PURE ,2192,1,3500,2019-03-03
2242,HADENSA FORTE 10 GR CREAM,2193,6,6900,2020-06-06
2243,GLIMET 1.25 MG TABLET,2194,30,154,2019-10-10
2244,CARE LEMON BLEACH CREAM,2195,27,1000,2020-07-26
2245,TINABIN 250 MG TABLETS,2196,7,3990,2019-10-10
2246,KHOYA KULFA 800 ML,2197,0,22000,2018-12-12
2247,BETNOVATE-N CREAM 20 GR,2198,27,5500,2019-11-30
2248,DERMOVATE CREAM 20 GR,2199,9,6100,2019-09-30
2249,DOMEL TABLETS,2200,28,430,2018-07-07
2250,GLIP 4 MG TABLETS,2201,20,1175,2019-08-08
2251,GLIP 1 MG TABLETS,2202,30,300,2019-04-04
2252,TESPRAL 50 MG TABLETS,2203,15,1190,2020-06-06
2253,LERACE ORAL SOLUTION,2204,2,21620,2019-10-10
2254,HEPA-MERZ SACHETS,2205,5,6268,2020-05-05
2255,LISTERINE COOL MINT MOUTH WASH,2206,1,23000,2019-10-10
2256,MEBEVER MR 200 MG CAPSULES,2207,10,1200,2018-11-11
2257,D-MAX TABLETS,2208,2,48000,2019-08-08
2258,CUP CHOCO STRAWBERRY,2209,13,2500,2019-01-01
2259,TUTTI FRUITI CP 450 ML ,2210,0,13000,2018-03-03
2260,ARQ-E-GULAB 50ML MARHABA DROPS,2211,12,2500,2020-04-30
2261,SONETA 2 MG TABLETS,2212,15,954,2018-05-05
2262,BIOPLUS-C TABLETS,2213,6,730,2019-06-06
2263,CUTIS 250 MG TABLETS,2214,8,4000,2019-10-01
2264,SILLIVER SYRUP,2215,1,7752,2018-11-30
2265,ROGASTRIL 1 MG TABLETS,2216,10,1400,2019-03-03
2266,ITP OD 150 MG TABLETS,2217,20,2500,2018-02-02
2267,MITS 15 MG TABLETS,2218,20,910,2019-11-11
2268,AUGMENTIN BD 457 MG SYRUP,2219,5,17000,2019-05-26
2269,TERBIDERM FORTE 250 MG TABLETS,2220,19,4200,2019-10-30
2270,XAVOR 25 MG TABLET,2221,20,561,2019-11-30
2271,MITTI CHOD SYRUP,2222,5,8500,2020-03-03
2272,PARLEY BEAUTY CREAM,2223,3,30000,2020-09-27
2273,COLIC DROPS HOMOEOPATHIC,2224,9,5000,2019-06-06
2274,MALSHI HOMOEOPATIC,2225,3,7000,2021-07-07
2275,VOMITOFF SYRUP,2226,2,8000,2019-12-12
2276,THYROX SYRUP,2227,5,5500,2020-01-01
2277,HISTANIL SYRUP,2228,4,8000,2020-02-02
2278,CALCIUM PLUS SYRUP,2229,5,8000,2018-08-08
2279,VOMIT-X SYRUP,2230,4,8000,2019-08-08
2280,LUZ-X SYRUP,2231,5,8000,2019-05-05
2281,NUX DS SYRUP,2232,2,10000,2018-09-09
2282,NUX VOMICA SYRUP,2233,1,8500,2019-03-03
2283,BAPTISIA SYRUP,2234,6,8500,2020-03-03
2284,CHESTY COUGH SYRUP,2235,8,8500,2020-03-03
2285,PODO-PHYLLUM SYRUP,2236,3,8500,2019-04-04
2286,BRYONIA COUGH SYRUP,2237,3,8500,2019-11-11
2287,FIXICEF DS SYRUP,2238,3,22300,2018-12-12
2288,FIXICEF 100 MG SYRUP,2239,3,13200,2019-02-02
2289,CHYMORAL FORTE TABLETS,2240,54,738,2020-09-30
2290,CALFINA CR TABLETS,2241,42,1917,2019-01-01
2291,DOXIUM 500 MG CAPSULES,2242,16,3300,2022-06-06
2292,CALFINA PLUS TABLETS,2243,188,1000,2019-05-05
2293,KLARICID DS SYRUP,2244,1,53149,2019-02-02
2294,ROLIP 5 MG TABLETS,2245,10,1380,2018-09-09
2295,CYTOTREXATE 2.5 MG TABLETS,2246,100,580,2021-06-06
2296,MAXIT 75 MG TABLETS,2247,20,860,2018-08-08
2297,DERMOVATE OINTMENT 20 GR,2248,14,6100,2019-11-30
2298,ALCUFLEX 550 MG TABLETS,2249,410,950,2019-01-30
2299,MONTANA 5 MG TABLETS,2250,60,1285,2019-02-02
2300,MEPORE 9X30 CM,2251,1,15000,2020-02-28
2301,VITRUM TABLETS,2252,3,18200,2019-05-30
2302,POLYBION Z CAPSULES,2253,24,560,2018-05-05
2303,WINSTOR 10 MG TABLETS,2254,20,1300,2018-10-10
2304,CERELAC MALTA APPLE 175 GR,2255,1,21000,2018-04-04
2305,RINGER 1000 ML DRIP,2256,3,7700,2021-04-04
2306,CEFEXOL 400 MG CAPSULES,2257,11,6500,2020-02-01
2307,MANACID  SYRUP ,2258,0,3400,2019-11-11
2308,BROXOL DM SYRUP ,2259,4,6000,2019-01-01
2309,VITAMIN K INJECTION,2260,10,1000,2018-04-04
2310,MELFAX 15 MG TABLETS,2261,9,1056,2019-02-02
2311,HITOP 25 MG TABLETS,2262,30,1516,2018-06-06
2312,K-COLIC DROPS,2263,0,10380,2019-11-11
2313,K-FER IRON SYRUP,2264,13,23170,2018-11-11
2314,K-KOUF SYRUP,2265,1,12180,2018-10-10
2315,SALT LESS,2266,6,9900,2019-10-10
2316,CIXIM DS SYRUP,2267,8,21000,2019-09-09
2317,NOVIDAT DS INJECTION,2268,1,16500,2018-06-06
2318,VAPTOR 10 MG TABLETS,2269,14,2120,2019-09-30
2319,AZOMAX 200 MG SYRUP,2270,0,22700,2019-04-04
2320,SYRINGE BD 10 CC,2271,15,2500,2021-09-09
2321,DELKA 40 MG INJECTION,2272,2,30000,2019-03-02
2322,LEFLOX 100 ML INFUSION,2273,1,32000,2019-12-12
2323,DEXTROSE 25 % INFUSION,2274,5,1944,2019-08-21
2324,CALCIUM GLUCONAT INJECTION,2275,1,5000,2019-05-05
2325,2SUM 1000 MG INJECTION,2276,4,22000,2019-02-02
2326,HILIN 50 MG CAPSULES,2277,14,1317,2019-07-07
2327,LINZIM DS SYRUP,2278,3,20000,2018-12-12
2328,CEFIDON 400 MG CAPSULES,2279,43,6500,2019-12-30
2329,MUPIR OINTMENT,2280,1,11000,2018-11-11
2330,SITA MET 50 500 MG TABLETS,2281,6,2385,2019-08-08
2331,SITA MET 50 1000 MG TABLETS,2282,15,2450,2019-05-05
2332,PATAKHA DRAGGON POPPER,2283,37,2000,2019-10-10
2333,FRESH BLOOD SYRUP,2284,0,24000,2019-07-07
2334,CRAN ASK SACHETS,2285,2,2500,2019-09-09
2335,VIOLOME TABLETS,2286,110,41,2020-05-05
2336,SOLUGHOL ISPAGHOL SACHET,2287,36,1000,2018-10-10
2337,SKIN WHITE GOLD BEAUTY CREAM,2288,1,22500,2022-05-12
2338,DESCOL 10 MG TABLETS,2289,10,1100,2020-01-01
2339,CONTIMYCIN CAPSULES,2290,84,635,2019-04-04
2340,STREPTOMYCIN INJECTION ,2291,4,1000,2018-10-10
2341,DIGAS SYRUP,2292,2,9000,2019-01-01
2342,PARODONTAX EXTRA FRESH TOOTHPASTE,2293,0,9500,2019-03-03
2343,PEGALIN 75 MG CAPSULES,2294,14,1679,2018-10-10
2344,PENSODIN 40 MG CAPSULES,2295,24,2200,2019-05-05
2345,ZEENARYL 1 MG TABLETS,2296,20,330,2018-05-05
2346,FEROSOFT SYRUP,2297,2,21500,2020-01-01
2347,FABIMILK 2 MILK,2298,1,70000,2019-01-11
2348,VIDAYLIN DROPS,2299,3,4160,2019-01-30
2349,AMYBACT SACHET,2300,8,4800,2018-09-30
2350,ZEZOT 250 MG CAPSULES,2301,11,2000,2020-12-30
2351,LEVOFLOXA 250 MG TABLETS,2302,9,2000,2020-10-31
2352,RASBID TABLETS,2303,63,620,2020-10-31
2353,RELSEC 75 MG TABLETS,2304,0,450,2020-09-09
2354,CLAFORAN 0.5 MG INJECTION,2305,2,16630,2019-07-07
2355,CLAFORAN 1 GM INJECTION,2306,2,27600,2019-08-08
2356,TELFAST 180 MG TABLETS,2307,10,5840,2020-08-08
2357,TELFAST 60 MG TABLETS,2308,10,2140,2020-07-07
2358,COTASMI 80 MG TABLETS,2309,14,3500,2019-09-09
2359,PAEDI CARE ICE CREAM SODA FLAVOUR ,2310,3,8000,2019-08-30
2360,PAEDI CARE LEMON FLAVOUR ,2311,4,8000,2019-07-30
2361,PAEDI CARE APPLE FLAVOUR ,2312,13,8000,2019-07-30
2362,PAEDI CARE REGULER FLAVOUR,2313,4,8000,2019-08-30
2363,FLUACT SACHET,2314,8,1000,2018-09-30
2364,WINTAX 250 MG INJECTION,2315,3,9016,2019-11-30
2365,JUST-N  TABLETS,2316,60,283,2019-10-30
2366,DERMOQUIN 2% CREAM ,2317,1,5894,2019-10-30
2367,MEPORE 9X20 CM,2318,3,10000,2020-02-28
2368,MEPORE 9X25 CM,2319,2,13000,2020-02-28
2369,FUSIL 5 GR CREAM,2320,4,6500,2020-09-01
2370,OFYLIN SYRUP,2321,8,6500,2019-12-01
2371,CARS BABY WIPES,2322,1,10000,2023-01-01
2372,D-CAM SYRUP,2323,2,20000,2018-09-30
2373,FIXVAL 200 MG SYRUP,2324,2,22000,2019-10-30
2374,ZOCOR 10 MG TABLETS,2325,10,3360,2019-03-02
2375,ZOCOR 20 MG TABLETS,2326,10,6716,2019-03-30
2376,AQUAFINA 1500 ML WATER,2327,4,6000,2018-12-30
2377,AQUAFINA 250 ML WATER,2328,11,3000,2018-11-30
2378,ZUDICORT 5 GR CREAM,2329,4,4675,2019-08-31
2379,XOBIX 15 MG TABLETS ,2330,20,1400,2019-09-30
2380,ADENURIC 40 MG TABLETS,2331,20,1650,2019-07-30
2381,FLUZIC CAPSULES,2332,1,13000,2019-09-30
2382,CLYCIN-V VAGINAL CREAM,2333,1,36350,2020-03-30
2383,TEXCOL DM SYRUP,2334,10,3462,2019-12-01
2384,NEGRAM TABLETS,2335,30,806,2020-06-30
2385,APOFAR -F TABLETS,2336,10,918,2018-10-30
2386,QUPRON 500 MG TABLETS,2337,7,2600,2020-07-30
2387,CONTOUR 40 MG CAPSULES,2338,21,1000,2019-09-01
2388,SIMVA 10 MG TABLETS ,2339,6,750,2019-07-30
2389,FASTESO 40 MG TABLETS,2340,21,1800,2019-07-30
2390,AFLOXAN CAPSULES,2341,18,1000,2018-07-30
2391,PEPTIBAN 40 MG TABLETS,2342,20,1568,2019-07-30
2392,INST-ANSWER TEST STRIP,2343,4,2000,2018-05-11
2393,OMEZOL 40 MG CAPSULES,2344,14,1607,2020-05-30
2394,ZENTRO 20 MG TABLETS,2345,14,900,2020-09-30
2395,CEFIDON 100 MG SYRUP,2346,10,18000,2020-01-30
2396,CEFIDON 200 MG SYRUP,2347,9,30000,2020-01-30
2397,FASTESO 20 MG TABLETS,2348,14,1231,2019-07-30
2398,FERFER SACHET,2349,52,1800,2019-11-30
2399,CONTOUR 20 MG CAPSULES,2350,56,500,2019-09-30
2400,CONTOUR 40 MG INJECTION,2351,2,15000,2019-06-01
2401,OFYLIN 400 MG TABLETS,2352,20,1380,2019-12-01
2402, BF-MAMA CHOCOLATE,2353,1,43300,2018-04-30
2403,DEE VITAMIN D3 DROP,2354,4,27500,2019-12-30
2404,JOHAR JOSHANDA SACHET QARSHI,2355,5,5000,2020-11-30
2405,MONT FEX SYRUP,2356,1,20000,2018-12-30
2406,JOSH DELAY CONDOMS,2357,13,5000,2022-04-01
2407,JOSH DOTTED CONDOMS,2358,12,5000,2021-12-01
2408,JOSH STRAWBERY CONDOMS,2359,23,5000,2022-04-30
2409,EASEHALE RESPULES,2360,9,6000,2019-11-30
2410,PELTON-V TABLETS,2361,50,490,2020-07-30
2411,CHATOOLI JAR,2362,68,200,2019-10-30
2412,KEFLEX 250 MG SYRUP ,2363,1,10346,2020-10-30
2413,AMOXIL 500 MG CAPSUL LOCAL,2364,74,850,2020-10-30
2414,ATIZOX 30 ML SYRUP,2365,6,4182,2019-08-30
2415,JOSHANDA COUGH SYRUP MARHABA ,2366,6,4500,2020-07-30
2416,OSTIBON TABLETS,2367,1,54000,2019-09-30
2417,OSTIBON POUCHES,2368,10,2200,2019-08-30
2418,ENSURE POWDER VANILLA 400 GR,2369,1,103000,2019-09-30
2419,SIVAB 5 MG TABLETS,2370,20,2000,2019-11-30
2420,CARDNIT 6.4 MG TABLETS,2371,30,709,2020-09-30
2421,HERBESSER 90 MG SR CAPSULES,2372,10,1380,2019-01-30
2422,BROMALEX 3 MG TABLETS,2373,46,402,2021-12-30
2423,FOSOMIN 250 MG SYRUP,2374,2,11990,2019-08-01
2424,STAT-A 20 MG TABLETS,2375,23,1860,2020-10-01
2425,JOHAR JOSHANDA CHOCOLATE STRIP QARSHI,2376,29,1000,2020-11-30
2426,JOHAR JOSHANDA HONEY STRIP QARSHI,2377,28,1000,2020-11-30
2427,DANZEN FORT TABLETS,2378,50,2000,2020-10-30
2428,TOBRACIN EYE DROPS,2379,2,9000,2020-05-01
2429,CHESTIALL SYRUP,2380,6,7000,2019-12-22
2430,R-MAX GEL,2381,3,9200,2019-12-01
2431,ENSURE POWDER CHOCOLATE 400 GR,2382,1,103000,2019-07-30
2432,ENSURE POWDER NUTRIVIGOR 400 GR,2383,1,129000,2019-08-30
2433,ENSURE POWDER STRAWBERRY 400 GR,2384,1,103000,2019-09-30
2434,ACYLEX 400 MG TABLETS,2385,30,2075,2021-11-30
2435,NEOPRAD 25 MG TABLETS,2386,20,910,2019-09-30
2436,CRESTAT 10 MG TABLETS,2387,6,2150,2019-08-30
2437,CREATO SR 35 MG TABLETS,2388,20,845,2019-07-30
2438,ENTEROGERMINA SYRUP,2389,2,4000,2019-05-30
2439,SURE ADULT PANT M,2390,10,8000,2023-01-30
2440,SURE ADULT PANT L,2391,10,8000,2023-01-30
2441,ZEZOT 200 MG SYRUP,2392,3,14500,2019-11-30
2442,STREPSILS ORIGINAL TABLET,2393,150,700,2019-12-30
2443,CRESTAT 5 MG TABLETS ,2394,10,0,2019-11-30
2444,LIOMETACEN INJECTION,2395,6,15762,2019-09-30
2445,CRAN CARE SACHETS,2396,30,2750,2019-09-30
2446,NEZKIL 600 MG TABLETS,2397,6,11250,2019-11-30
2447,GETOFIN 250 MG INJECTION,2398,0,8000,2019-07-30
2448,DOFNAC EYE DROPS,2399,1,10000,2018-12-30
2449,OFLOCIN 0.6% EAR DROPS,2400,2,12000,2019-03-02
2450,OFLOCIN EYE DROPS,2401,2,8175,2019-10-30
2451,OFLOCIN-D EYE DROPS,2402,2,10000,2019-06-30
2452,GLUCERNA VANILLA 400 GR,2403,1,129000,2019-08-30
2453,TAMSOL 0.4 MG CAPSULES,2404,20,2800,2019-03-01
2454,IPS F 120 ML SYRUP ,2405,3,18100,2019-09-01
2455,SUPROX 250 MG TABLETS,2406,20,1166,2020-11-30
2456,GLYCERIN PURE 125 GR MICKO,2407,2,10000,2019-10-30
2457,SEACAL TABLETS,2408,1,60000,2019-06-30
2458,UNIX 100 MG TABLETS,2409,20,715,2019-10-30
